"","name","area","overlap","abbrev_state","perc"
"2726","Utinga-BA",0.06,0,"BA",0
"2727","Valença-BA",0.12,0,"BA",0
"2728","Valente-BA",0.04,0,"BA",0
"2729","Várzea Da Roça-BA",0.05,0,"BA",0
"2730","Várzea Do Poço-BA",0.02,0,"BA",0
"2731","Várzea Nova-BA",0.12,0,"BA",0
"2732","Varzedo-BA",0.02,0,"BA",0
"2733","Vera Cruz-BA",0.03,0,"BA",0
"2734","Vereda-BA",0.09,0,"BA",0
"2735","Wagner-BA",0.04,0,"BA",0
"2736","Wenceslau Guimarães-BA",0.07,0,"BA",0
"2737","Abadia Dos Dourados-MG",0.09,0,"MG",0
"2738","Abaeté-MG",0.18,0,"MG",0
"2739","Abre Campo-MG",0.05,0,"MG",0
"2740","Acaiaca-MG",0.01,0,"MG",0
"2741","Açucena-MG",0.08,0,"MG",0
"2742","Água Boa-MG",0.13,0,"MG",0
"2743","Aguanil-MG",0.02,0,"MG",0
"2744","Águas Formosas-MG",0.08,0,"MG",0
"2745","Águas Vermelhas-MG",0.13,0,"MG",0
"2746","Aimorés-MG",0.14,0,"MG",0
"2747","Aiuruoca-MG",0.07,0,"MG",0
"2748","Alagoa-MG",0.02,0,"MG",0
"2749","Albertina-MG",0.01,0,"MG",0
"2750","Além Paraíba-MG",0.05,0,"MG",0
"2751","Alfenas-MG",0.09,0,"MG",0
"2752","Alfredo Vasconcelos-MG",0.01,0,"MG",0
"2753","Almenara-MG",0.23,0,"MG",0
"2754","Alpercata-MG",0.02,0,"MG",0
"2755","Alpinópolis-MG",0.05,0,"MG",0
"2756","Alterosa-MG",0.04,0,"MG",0
"2757","Alto Caparaó-MG",0.01,0,"MG",0
"2758","Alto Rio Doce-MG",0.05,0,"MG",0
"2759","Alvarenga-MG",0.03,0,"MG",0
"2760","Alvinópolis-MG",0.06,0,"MG",0
"2761","Alvorada De Minas-MG",0.04,0,"MG",0
"2762","Amparo Do Serra-MG",0.01,0,"MG",0
"2763","Andradas-MG",0.05,0,"MG",0
"2764","Cachoeira De Pajeú-MG",0.07,0,"MG",0
"2765","Andrelândia-MG",0.1,0,"MG",0
"2766","Angelândia-MG",0.02,0,"MG",0
"2767","Antônio Carlos-MG",0.05,0,"MG",0
"2768","Antônio Dias-MG",0.08,0,"MG",0
"2769","Antônio Prado De Minas-MG",0.01,0,"MG",0
"2770","Araçaí-MG",0.02,0,"MG",0
"2771","Aracitaba-MG",0.01,0,"MG",0
"2772","Arantina-MG",0.01,0,"MG",0
"2773","Araponga-MG",0.03,0,"MG",0
"2774","Araporã-MG",0.03,0,"MG",0
"2775","Arapuá-MG",0.02,0,"MG",0
"2776","Araújos-MG",0.02,0,"MG",0
"2777","Araxá-MG",0.12,0,"MG",0
"2778","Arcos-MG",0.05,0,"MG",0
"2779","Areado-MG",0.03,0,"MG",0
"2780","Argirita-MG",0.02,0,"MG",0
"2781","Aricanduva-MG",0.02,0,"MG",0
"2782","Arinos-MG",0.53,0,"MG",0
"2783","Astolfo Dutra-MG",0.02,0,"MG",0
"2784","Ataléia-MG",0.18,0,"MG",0
"2785","Augusto De Lima-MG",0.13,0,"MG",0
"2786","Baependi-MG",0.08,0,"MG",0
"2787","Baldim-MG",0.06,0,"MG",0
"2788","Bambuí-MG",0.15,0,"MG",0
"2789","Bandeira-MG",0.05,0,"MG",0
"2790","Barão De Cocais-MG",0.03,0,"MG",0
"2791","Barão De Monte Alto-MG",0.02,0,"MG",0
"2792","Barbacena-MG",0.08,0,"MG",0
"2793","Barra Longa-MG",0.04,0,"MG",0
"2794","Barroso-MG",0.01,0,"MG",0
"2795","Bela Vista De Minas-MG",0.01,0,"MG",0
"2796","Belmiro Braga-MG",0.04,0,"MG",0
"2797","Belo Horizonte-MG",0.03,0,"MG",0
"2798","Belo Oriente-MG",0.03,0,"MG",0
"2799","Belo Vale-MG",0.04,0,"MG",0
"2800","Berilo-MG",0.06,0,"MG",0
"2801","Bertópolis-MG",0.04,0,"MG",0
"2802","Berizal-MG",0.05,0,"MG",0
"2803","Bias Fortes-MG",0.03,0,"MG",0
"2804","Bicas-MG",0.01,0,"MG",0
"2805","Biquinhas-MG",0.05,0,"MG",0
"2806","Bocaina De Minas-MG",0.05,0,"MG",0
"2807","Bocaiúva-MG",0.32,0,"MG",0
"2808","Bom Despacho-MG",0.12,0,"MG",0
"2809","Bom Jardim De Minas-MG",0.04,0,"MG",0
"2810","Bom Jesus Da Penha-MG",0.02,0,"MG",0
"2811","Bom Jesus Do Amparo-MG",0.02,0,"MG",0
"2812","Bom Jesus Do Galho-MG",0.06,0,"MG",0
"2813","Bom Repouso-MG",0.02,0,"MG",0
"2814","Bom Sucesso-MG",0.07,0,"MG",0
"2815","Bonfim-MG",0.03,0,"MG",0
"2816","Bonfinópolis De Minas-MG",0.19,0,"MG",0
"2817","Bonito De Minas-MG",0.39,0,"MG",0
"2818","Borda Da Mata-MG",0.03,0,"MG",0
"2819","Botelhos-MG",0.03,0,"MG",0
"2820","Botumirim-MG",0.16,0,"MG",0
"2821","Brasilândia De Minas-MG",0.25,0,"MG",0
"2822","Brás Pires-MG",0.02,0,"MG",0
"2823","Braúnas-MG",0.04,0,"MG",0
"2824","Brasópolis-MG",0.04,0,"MG",0
"2825","Brumadinho-MG",0.06,0,"MG",0
"2826","Bueno Brandão-MG",0.04,0,"MG",0
"2827","Buenópolis-MG",0.16,0,"MG",0
"2828","Bugre-MG",0.02,0,"MG",0
"2829","Buritis-MG",0.52,0,"MG",0
"2830","Buritizeiro-MG",0.72,0,"MG",0
"2831","Cabeceira Grande-MG",0.1,0,"MG",0
"2832","Cabo Verde-MG",0.04,0,"MG",0
"2833","Cachoeira Da Prata-MG",0.01,0,"MG",0
"2834","Cachoeira De Minas-MG",0.03,0,"MG",0
"2835","Cachoeira Dourada-MG",0.02,0,"MG",0
"2836","Caetanópolis-MG",0.02,0,"MG",0
"2837","Caiana-MG",0.01,0,"MG",0
"2838","Cajuri-MG",0.01,0,"MG",0
"2839","Caldas-MG",0.07,0,"MG",0
"2840","Camacho-MG",0.02,0,"MG",0
"2841","Camanducaia-MG",0.05,0,"MG",0
"2842","Cambuí-MG",0.02,0,"MG",0
"2843","Cambuquira-MG",0.02,0,"MG",0
"2844","Campanário-MG",0.04,0,"MG",0
"2845","Campanha-MG",0.03,0,"MG",0
"2846","Campestre-MG",0.06,0,"MG",0
"2847","Campo Azul-MG",0.05,0,"MG",0
"2848","Campos Altos-MG",0.07,0,"MG",0
"2849","Canaã-MG",0.02,0,"MG",0
"2850","Cana Verde-MG",0.02,0,"MG",0
"2851","Cantagalo-MG",0.01,0,"MG",0
"2852","Caparaó-MG",0.01,0,"MG",0
"2853","Capela Nova-MG",0.01,0,"MG",0
"2854","Capim Branco-MG",0.01,0,"MG",0
"2855","Capitão Andrade-MG",0.03,0,"MG",0
"2856","Capitólio-MG",0.05,0,"MG",0
"2857","Caputira-MG",0.02,0,"MG",0
"2858","Caraí-MG",0.12,0,"MG",0
"2859","Caranaíba-MG",0.02,0,"MG",0
"2860","Carandaí-MG",0.05,0,"MG",0
"2861","Carangola-MG",0.04,0,"MG",0
"2862","Caratinga-MG",0.13,0,"MG",0
"2863","Carbonita-MG",0.15,0,"MG",0
"2864","Careaçu-MG",0.02,0,"MG",0
"2865","Carlos Chagas-MG",0.32,0,"MG",0
"2866","Carmésia-MG",0.03,0,"MG",0
"2867","Carmo Da Cachoeira-MG",0.05,0,"MG",0
"2868","Carmo Da Mata-MG",0.04,0,"MG",0
"2869","Carmo De Minas-MG",0.03,0,"MG",0
"2870","Carmo Do Paranaíba-MG",0.13,0,"MG",0
"2871","Carmo Do Rio Claro-MG",0.11,0,"MG",0
"2872","Carmópolis De Minas-MG",0.04,0,"MG",0
"2873","Carrancas-MG",0.07,0,"MG",0
"2874","Carvalhópolis-MG",0.01,0,"MG",0
"2875","Carvalhos-MG",0.03,0,"MG",0
"2876","Casa Grande-MG",0.02,0,"MG",0
"2877","Conceição Da Barra De Minas-MG",0.03,0,"MG",0
"2878","Cataguases-MG",0.05,0,"MG",0
"2879","Catas Altas-MG",0.02,0,"MG",0
"2880","Catas Altas Da Noruega-MG",0.01,0,"MG",0
"2881","Catuji-MG",0.04,0,"MG",0
"2882","Catuti-MG",0.03,0,"MG",0
"2883","Caxambu-MG",0.01,0,"MG",0
"2884","Cedro Do Abaeté-MG",0.03,0,"MG",0
"2885","Central De Minas-MG",0.02,0,"MG",0
"2886","Centralina-MG",0.03,0,"MG",0
"2887","Chácara-MG",0.02,0,"MG",0
"2888","Chalé-MG",0.02,0,"MG",0
"2889","Chapada Do Norte-MG",0.08,0,"MG",0
"2890","Chapada Gaúcha-MG",0.33,0,"MG",0
"2891","Chiador-MG",0.03,0,"MG",0
"2892","Cipotânea-MG",0.02,0,"MG",0
"2893","Claro Dos Poções-MG",0.07,0,"MG",0
"2894","Coimbra-MG",0.01,0,"MG",0
"2895","Coluna-MG",0.03,0,"MG",0
"2896","Comendador Gomes-MG",0.1,0,"MG",0
"2897","Comercinho-MG",0.07,0,"MG",0
"2898","Conceição Da Aparecida-MG",0.04,0,"MG",0
"2899","Conceição Das Pedras-MG",0.01,0,"MG",0
"2900","Conceição De Ipanema-MG",0.03,0,"MG",0
"2901","Conceição Do Rio Verde-MG",0.04,0,"MG",0
"2902","Conceição Dos Ouros-MG",0.02,0,"MG",0
"2903","Congonhal-MG",0.02,0,"MG",0
"2904","Congonhas-MG",0.03,0,"MG",0
"2905","Congonhas Do Norte-MG",0.04,0,"MG",0
"2906","Conselheiro Lafaiete-MG",0.04,0,"MG",0
"2907","Conselheiro Pena-MG",0.15,0,"MG",0
"2908","Consolação-MG",0.01,0,"MG",0
"2909","Coração De Jesus-MG",0.22,0,"MG",0
"2910","Cordisburgo-MG",0.08,0,"MG",0
"2911","Cordislândia-MG",0.02,0,"MG",0
"2912","Corinto-MG",0.25,0,"MG",0
"2913","Coroaci-MG",0.06,0,"MG",0
"2914","Coromandel-MG",0.33,0,"MG",0
"2915","Coronel Fabriciano-MG",0.02,0,"MG",0
"2916","Coronel Pacheco-MG",0.01,0,"MG",0
"2917","Coronel Xavier Chaves-MG",0.01,0,"MG",0
"2918","Córrego Danta-MG",0.07,0,"MG",0
"2919","Córrego Do Bom Jesus-MG",0.01,0,"MG",0
"2920","Córrego Fundo-MG",0.01,0,"MG",0
"2921","Córrego Novo-MG",0.02,0,"MG",0
"2922","Couto De Magalhães De Minas-MG",0.05,0,"MG",0
"2923","Crisólita-MG",0.1,0,"MG",0
"2924","Cristália-MG",0.08,0,"MG",0
"2925","Cristiano Otoni-MG",0.01,0,"MG",0
"2926","Cristina-MG",0.03,0,"MG",0
"2927","Crucilândia-MG",0.02,0,"MG",0
"2928","Cruzeiro Da Fortaleza-MG",0.02,0,"MG",0
"2929","Cruzília-MG",0.05,0,"MG",0
"2930","Cuparaque-MG",0.02,0,"MG",0
"2931","Curvelo-MG",0.33,0,"MG",0
"2932","Datas-MG",0.03,0,"MG",0
"2933","Delfim Moreira-MG",0.04,0,"MG",0
"2934","Delfinópolis-MG",0.14,0,"MG",0
"2935","Descoberto-MG",0.02,0,"MG",0
"2936","Desterro De Entre Rios-MG",0.04,0,"MG",0
"2937","Desterro Do Melo-MG",0.01,0,"MG",0
"2938","Diamantina-MG",0.39,0,"MG",0
"2939","Diogo De Vasconcelos-MG",0.02,0,"MG",0
"2940","Dionísio-MG",0.03,0,"MG",0
"2941","Divinésia-MG",0.01,0,"MG",0
"2942","Divino-MG",0.03,0,"MG",0
"2943","Divino Das Laranjeiras-MG",0.03,0,"MG",0
"2944","Divinolândia De Minas-MG",0.01,0,"MG",0
"2945","Divinópolis-MG",0.07,0,"MG",0
"2946","Divisa Alegre-MG",0.01,0,"MG",0
"2947","Divisa Nova-MG",0.02,0,"MG",0
"2948","Divisópolis-MG",0.06,0,"MG",0
"2949","Dom Bosco-MG",0.08,0,"MG",0
"2950","Dom Cavati-MG",0.01,0,"MG",0
"2951","Dom Joaquim-MG",0.04,0,"MG",0
"2952","Dom Silvério-MG",0.02,0,"MG",0
"2953","Dom Viçoso-MG",0.01,0,"MG",0
"2954","Dona Eusébia-MG",0.01,0,"MG",0
"2955","Dores De Campos-MG",0.01,0,"MG",0
"2956","Dores De Guanhães-MG",0.04,0,"MG",0
"2957","Dores Do Indaiá-MG",0.11,0,"MG",0
"2958","Dores Do Turvo-MG",0.02,0,"MG",0
"2959","Doresópolis-MG",0.02,0,"MG",0
"2960","Douradoquara-MG",0.03,0,"MG",0
"2961","Durandé-MG",0.02,0,"MG",0
"2962","Elói Mendes-MG",0.05,0,"MG",0
"2963","Engenheiro Caldas-MG",0.02,0,"MG",0
"2964","Engenheiro Navarro-MG",0.06,0,"MG",0
"2965","Entre Folhas-MG",0.01,0,"MG",0
"2966","Entre Rios De Minas-MG",0.05,0,"MG",0
"2967","Ervália-MG",0.04,0,"MG",0
"2968","Esmeraldas-MG",0.09,0,"MG",0
"2969","Espera Feliz-MG",0.03,0,"MG",0
"2970","Espírito Santo Do Dourado-MG",0.03,0,"MG",0
"2971","Estiva-MG",0.02,0,"MG",0
"2972","Estrela Dalva-MG",0.01,0,"MG",0
"2973","Estrela Do Indaiá-MG",0.06,0,"MG",0
"2974","Estrela Do Sul-MG",0.08,0,"MG",0
"2975","Eugenópolis-MG",0.03,0,"MG",0
"2976","Ewbank Da Câmara-MG",0.01,0,"MG",0
"2977","Extrema-MG",0.02,0,"MG",0
"2978","Fama-MG",0.01,0,"MG",0
"2979","Faria Lemos-MG",0.02,0,"MG",0
"2980","São Gonçalo Do Rio Preto-MG",0.03,0,"MG",0
"2981","Felisburgo-MG",0.06,0,"MG",0
"2982","Felixlândia-MG",0.16,0,"MG",0
"2983","Fernandes Tourinho-MG",0.02,0,"MG",0
"2984","Ferros-MG",0.11,0,"MG",0
"2985","Fervedouro-MG",0.04,0,"MG",0
"2986","Formoso-MG",0.37,0,"MG",0
"2987","Fortaleza De Minas-MG",0.02,0,"MG",0
"2988","Fortuna De Minas-MG",0.02,0,"MG",0
"2989","Francisco Dumont-MG",0.16,0,"MG",0
"2990","Franciscópolis-MG",0.07,0,"MG",0
"2991","Frei Gaspar-MG",0.06,0,"MG",0
"2992","Frei Inocêncio-MG",0.05,0,"MG",0
"2993","Frei Lagonegro-MG",0.02,0,"MG",0
"2994","Fronteira Dos Vales-MG",0.03,0,"MG",0
"2995","Funilândia-MG",0.02,0,"MG",0
"2996","Galiléia-MG",0.07,0,"MG",0
"2997","Glaucilândia-MG",0.01,0,"MG",0
"2998","Goiabeira-MG",0.01,0,"MG",0
"2999","Goianá-MG",0.02,0,"MG",0
"3000","Gonçalves-MG",0.02,0,"MG",0
"3001","Gonzaga-MG",0.02,0,"MG",0
"3002","Gouveia-MG",0.09,0,"MG",0
"3003","Governador Valadares-MG",0.24,0,"MG",0
"3004","Grão Mogol-MG",0.39,0,"MG",0
"3005","Grupiara-MG",0.02,0,"MG",0
"3006","Guanhães-MG",0.11,0,"MG",0
"3007","Guapé-MG",0.09,0,"MG",0
"3008","Guaraciaba-MG",0.03,0,"MG",0
"3009","Guaraciama-MG",0.04,0,"MG",0
"3010","Guaranésia-MG",0.03,0,"MG",0
"3011","Guarani-MG",0.03,0,"MG",0
"3012","Guarará-MG",0.01,0,"MG",0
"3013","Guarda-Mor-MG",0.21,0,"MG",0
"3014","Guaxupé-MG",0.03,0,"MG",0
"3015","Guidoval-MG",0.02,0,"MG",0
"3016","Guimarânia-MG",0.04,0,"MG",0
"3017","Guiricema-MG",0.03,0,"MG",0
"3018","Heliodora-MG",0.02,0,"MG",0
"3019","Iapu-MG",0.03,0,"MG",0
"3020","Ibertioga-MG",0.03,0,"MG",0
"3021","Ibiá-MG",0.27,0,"MG",0
"3022","Ibiaí-MG",0.09,0,"MG",0
"3023","Ibirité-MG",0.01,0,"MG",0
"3024","Ibitiúra De Minas-MG",0.01,0,"MG",0
"3025","Ibituruna-MG",0.02,0,"MG",0
"3026","Icaraí De Minas-MG",0.06,0,"MG",0
"3027","Igaratinga-MG",0.02,0,"MG",0
"3028","Iguatama-MG",0.06,0,"MG",0
"3029","Ijaci-MG",0.01,0,"MG",0
"3030","Ilicínea-MG",0.04,0,"MG",0
"3031","Imbé De Minas-MG",0.02,0,"MG",0
"3032","Inconfidentes-MG",0.01,0,"MG",0
"3033","Ingaí-MG",0.03,0,"MG",0
"3034","Inhapim-MG",0.09,0,"MG",0
"3035","Inhaúma-MG",0.02,0,"MG",0
"3036","Inimutaba-MG",0.05,0,"MG",0
"3037","Ipaba-MG",0.01,0,"MG",0
"3038","Ipanema-MG",0.05,0,"MG",0
"3039","Ipatinga-MG",0.02,0,"MG",0
"3040","Ipiaçu-MG",0.05,0,"MG",0
"3041","Ipuiúna-MG",0.03,0,"MG",0
"3042","Iraí De Minas-MG",0.04,0,"MG",0
"3043","Itabirinha-MG",0.02,0,"MG",0
"3044","Itabirito-MG",0.05,0,"MG",0
"3045","Itacambira-MG",0.18,0,"MG",0
"3046","Itaguara-MG",0.04,0,"MG",0
"3047","Itaipé-MG",0.05,0,"MG",0
"3048","Itajubá-MG",0.03,0,"MG",0
"3049","Itamarati De Minas-MG",0.01,0,"MG",0
"3050","Itambacuri-MG",0.14,0,"MG",0
"3051","Itamonte-MG",0.04,0,"MG",0
"3052","Itanhandu-MG",0.01,0,"MG",0
"3053","Itanhomi-MG",0.05,0,"MG",0
"3054","Itaobim-MG",0.07,0,"MG",0
"3055","Itapeva-MG",0.02,0,"MG",0
"3056","Itatiaiuçu-MG",0.03,0,"MG",0
"3057","Itaverava-MG",0.03,0,"MG",0
"3058","Itinga-MG",0.17,0,"MG",0
"3059","Itueta-MG",0.05,0,"MG",0
"3060","Itumirim-MG",0.02,0,"MG",0
"3061","Itutinga-MG",0.04,0,"MG",0
"3062","Jaboticatubas-MG",0.11,0,"MG",0
"3063","Jacinto-MG",0.14,0,"MG",0
"3064","Jacutinga-MG",0.03,0,"MG",0
"3065","Jaguaraçu-MG",0.02,0,"MG",0
"3066","Jampruca-MG",0.05,0,"MG",0
"3067","Japaraíba-MG",0.02,0,"MG",0
"3068","Jeceaba-MG",0.02,0,"MG",0
"3069","Jenipapo De Minas-MG",0.03,0,"MG",0
"3070","Jequeri-MG",0.05,0,"MG",0
"3071","Jequitaí-MG",0.13,0,"MG",0
"3072","Jequitibá-MG",0.04,0,"MG",0
"3073","Jequitinhonha-MG",0.35,0,"MG",0
"3074","Jesuânia-MG",0.02,0,"MG",0
"3075","Joaíma-MG",0.17,0,"MG",0
"3076","Joanésia-MG",0.02,0,"MG",0
"3077","João Monlevade-MG",0.01,0,"MG",0
"3078","João Pinheiro-MG",1.08,0,"MG",0
"3079","Joaquim Felício-MG",0.08,0,"MG",0
"3080","Jordânia-MG",0.05,0,"MG",0
"3081","José Gonçalves De Minas-MG",0.04,0,"MG",0
"3082","José Raydan-MG",0.02,0,"MG",0
"3083","Josenópolis-MG",0.05,0,"MG",0
"3084","Nova União-MG",0.02,0,"MG",0
"3085","Juiz De Fora-MG",0.14,0,"MG",0
"3086","Juramento-MG",0.04,0,"MG",0
"3087","Juruaia-MG",0.02,0,"MG",0
"3088","Ladainha-MG",0.09,0,"MG",0
"3089","Lagamar-MG",0.15,0,"MG",0
"3090","Lagoa Da Prata-MG",0.04,0,"MG",0
"3091","Lagoa Dos Patos-MG",0.06,0,"MG",0
"3092","Lagoa Dourada-MG",0.05,0,"MG",0
"3093","Lagoa Formosa-MG",0.08,0,"MG",0
"3094","Lagoa Grande-MG",0.12,0,"MG",0
"3095","Lagoa Santa-MG",0.02,0,"MG",0
"3096","Lajinha-MG",0.04,0,"MG",0
"3097","Lambari-MG",0.02,0,"MG",0
"3098","Lamim-MG",0.01,0,"MG",0
"3099","Laranjal-MG",0.02,0,"MG",0
"3100","Lassance-MG",0.32,0,"MG",0
"3101","Lavras-MG",0.06,0,"MG",0
"3102","Leandro Ferreira-MG",0.04,0,"MG",0
"3103","Leme Do Prado-MG",0.03,0,"MG",0
"3104","Leopoldina-MG",0.09,0,"MG",0
"3105","Liberdade-MG",0.04,0,"MG",0
"3106","Lima Duarte-MG",0.09,0,"MG",0
"3107","Luisburgo-MG",0.01,0,"MG",0
"3108","Luislândia-MG",0.04,0,"MG",0
"3109","Luminárias-MG",0.05,0,"MG",0
"3110","Luz-MG",0.12,0,"MG",0
"3111","Machacalis-MG",0.03,0,"MG",0
"3112","Machado-MG",0.06,0,"MG",0
"3113","Madre De Deus De Minas-MG",0.05,0,"MG",0
"3114","Malacacheta-MG",0.07,0,"MG",0
"3115","Manhuaçu-MG",0.06,0,"MG",0
"3116","Manhumirim-MG",0.02,0,"MG",0
"3117","Mantena-MG",0.07,0,"MG",0
"3118","Mar De Espanha-MG",0.04,0,"MG",0
"3119","Maria Da Fé-MG",0.02,0,"MG",0
"3120","Mariana-MG",0.12,0,"MG",0
"3121","Marilac-MG",0.02,0,"MG",0
"3122","Maripá De Minas-MG",0.01,0,"MG",0
"3123","Marliéria-MG",0.05,0,"MG",0
"3124","Marmelópolis-MG",0.01,0,"MG",0
"3125","Martinho Campos-MG",0.11,0,"MG",0
"3126","Martins Soares-MG",0.01,0,"MG",0
"3127","Mata Verde-MG",0.02,0,"MG",0
"3128","Materlândia-MG",0.03,0,"MG",0
"3129","Matias Barbosa-MG",0.02,0,"MG",0
"3130","Matipó-MG",0.03,0,"MG",0
"3131","Matozinhos-MG",0.03,0,"MG",0
"3132","Matutina-MG",0.03,0,"MG",0
"3133","Medeiros-MG",0.09,0,"MG",0
"3134","Medina-MG",0.14,0,"MG",0
"3135","Mendes Pimentel-MG",0.03,0,"MG",0
"3136","Mercês-MG",0.03,0,"MG",0
"3137","Mesquita-MG",0.03,0,"MG",0
"3138","Minduri-MG",0.02,0,"MG",0
"3139","Mirabela-MG",0.07,0,"MG",0
"3140","Miradouro-MG",0.03,0,"MG",0
"3141","Miraí-MG",0.03,0,"MG",0
"3142","Moeda-MG",0.02,0,"MG",0
"3143","Moema-MG",0.02,0,"MG",0
"3144","Monjolos-MG",0.07,0,"MG",0
"3145","Monsenhor Paulo-MG",0.02,0,"MG",0
"3146","Monte Belo-MG",0.04,0,"MG",0
"3147","Monte Carmelo-MG",0.13,0,"MG",0
"3148","Monte Formoso-MG",0.04,0,"MG",0
"3149","Monte Sião-MG",0.03,0,"MG",0
"3150","Morada Nova De Minas-MG",0.21,0,"MG",0
"3151","Morro Da Garça-MG",0.04,0,"MG",0
"3152","Munhoz-MG",0.02,0,"MG",0
"3153","Muriaé-MG",0.08,0,"MG",0
"3154","Mutum-MG",0.13,0,"MG",0
"3155","Muzambinho-MG",0.04,0,"MG",0
"3156","Nacip Raydan-MG",0.02,0,"MG",0
"3157","Nanuque-MG",0.15,0,"MG",0
"3158","Naque-MG",0.01,0,"MG",0
"3159","Natalândia-MG",0.05,0,"MG",0
"3160","Natércia-MG",0.02,0,"MG",0
"3161","Nazareno-MG",0.03,0,"MG",0
"3162","Nepomuceno-MG",0.06,0,"MG",0
"3163","Ninheira-MG",0.11,0,"MG",0
"3164","Nova Belém-MG",0.01,0,"MG",0
"3165","Nova Era-MG",0.04,0,"MG",0
"3166","Nova Lima-MG",0.04,0,"MG",0
"3167","Nova Módica-MG",0.04,0,"MG",0
"3168","Nova Ponte-MG",0.11,0,"MG",0
"3169","Nova Resende-MG",0.04,0,"MG",0
"3170","Nova Serrana-MG",0.03,0,"MG",0
"3171","Novo Cruzeiro-MG",0.17,0,"MG",0
"3172","Novo Oriente De Minas-MG",0.08,0,"MG",0
"3173","Olaria-MG",0.02,0,"MG",0
"3174","Olhos-D'água-MG",0.21,0,"MG",0
"3175","Olímpio Noronha-MG",0.01,0,"MG",0
"3176","Oliveira-MG",0.09,0,"MG",0
"3177","Oliveira Fortes-MG",0.01,0,"MG",0
"3178","Onça De Pitangui-MG",0.02,0,"MG",0
"3179","Oratórios-MG",0.01,0,"MG",0
"3180","Orizânia-MG",0.01,0,"MG",0
"3181","Ouro Branco-MG",0.03,0,"MG",0
"3182","Ouro Fino-MG",0.05,0,"MG",0
"3183","Ouro Preto-MG",0.12,0,"MG",0
"3184","Ouro Verde De Minas-MG",0.02,0,"MG",0
"3185","Padre Carvalho-MG",0.04,0,"MG",0
"3186","Padre Paraíso-MG",0.05,0,"MG",0
"3187","Paineiras-MG",0.06,0,"MG",0
"3188","Pains-MG",0.04,0,"MG",0
"3189","Paiva-MG",0.01,0,"MG",0
"3190","Palma-MG",0.03,0,"MG",0
"3191","Palmópolis-MG",0.04,0,"MG",0
"3192","Papagaios-MG",0.06,0,"MG",0
"3193","Paracatu-MG",0.83,0,"MG",0
"3194","Paraguaçu-MG",0.04,0,"MG",0
"3195","Paraisópolis-MG",0.03,0,"MG",0
"3196","Paraopeba-MG",0.06,0,"MG",0
"3197","Passabém-MG",0.01,0,"MG",0
"3198","Passa Quatro-MG",0.03,0,"MG",0
"3199","Passa Tempo-MG",0.04,0,"MG",0
"3200","Passa-Vinte-MG",0.02,0,"MG",0
"3201","Patos De Minas-MG",0.32,0,"MG",0
"3202","Patrocínio-MG",0.29,0,"MG",0
"3203","Patrocínio Do Muriaé-MG",0.01,0,"MG",0
"3204","Paula Cândido-MG",0.03,0,"MG",0
"3205","Paulistas-MG",0.02,0,"MG",0
"3206","Pavão-MG",0.06,0,"MG",0
"3207","Peçanha-MG",0.1,0,"MG",0
"3208","Pedra Azul-MG",0.16,0,"MG",0
"3209","Pedra Bonita-MG",0.02,0,"MG",0
"3210","Pedra Do Anta-MG",0.02,0,"MG",0
"3211","Pedra Do Indaiá-MG",0.03,0,"MG",0
"3212","Pedra Dourada-MG",0.01,0,"MG",0
"3213","Pedralva-MG",0.02,0,"MG",0
"3214","Pedrinópolis-MG",0.04,0,"MG",0
"3215","Pedro Leopoldo-MG",0.03,0,"MG",0
"3216","Pedro Teixeira-MG",0.01,0,"MG",0
"3217","Pequeri-MG",0.01,0,"MG",0
"3218","Pequi-MG",0.02,0,"MG",0
"3219","Perdigão-MG",0.03,0,"MG",0
"3220","Perdizes-MG",0.25,0,"MG",0
"3221","Perdões-MG",0.03,0,"MG",0
"3222","Periquito-MG",0.02,0,"MG",0
"3223","Pescador-MG",0.03,0,"MG",0
"3224","Piau-MG",0.02,0,"MG",0
"3225","Piedade De Caratinga-MG",0.01,0,"MG",0
"3226","Piedade De Ponte Nova-MG",0.01,0,"MG",0
"3227","Piedade Do Rio Grande-MG",0.03,0,"MG",0
"3228","Piedade Dos Gerais-MG",0.03,0,"MG",0
"3229","Pimenta-MG",0.04,0,"MG",0
"3230","Pingo-D'água-MG",0.01,0,"MG",0
"3231","Pintópolis-MG",0.12,0,"MG",0
"3232","Piracema-MG",0.03,0,"MG",0
"3233","Piranga-MG",0.07,0,"MG",0
"3234","Piranguçu-MG",0.02,0,"MG",0
"3235","Piranguinho-MG",0.01,0,"MG",0
"3236","Pirapetinga-MG",0.02,0,"MG",0
"3237","Pirapora-MG",0.06,0,"MG",0
"3238","Piraúba-MG",0.01,0,"MG",0
"3239","Piumhi-MG",0.09,0,"MG",0
"3240","Poço Fundo-MG",0.05,0,"MG",0
"3241","Poços De Caldas-MG",0.05,0,"MG",0
"3242","Pocrane-MG",0.07,0,"MG",0
"3243","Pompéu-MG",0.26,0,"MG",0
"3244","Ponte Nova-MG",0.05,0,"MG",0
"3245","Ponto Chique-MG",0.06,0,"MG",0
"3246","Ponto Dos Volantes-MG",0.12,0,"MG",0
"3247","Porto Firme-MG",0.03,0,"MG",0
"3248","Poté-MG",0.06,0,"MG",0
"3249","Pouso Alegre-MG",0.05,0,"MG",0
"3250","Pouso Alto-MG",0.03,0,"MG",0
"3251","Prados-MG",0.03,0,"MG",0
